Current Period,Customer ID,Periods Active,Current Customer (Y/N),Period Acquired,Period Terminated,Acquisition Channel,Sector,Referred (Y/N),Premium (Y/N),Region,Co. Age,Size,No. Maker Contracts,No. Advanced Contracts,"Revenue, Total",Maker Revenue,Advanced Revenue,Expected CLV
9,2823,2,N,5,7,Internal,Automotive,N,N,Midwest,0-5yrs,Small,4,1,113000,84000,29000,176369
9,2824,3,N,5,8,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,0,32000,32000,0,236508
9,2825,1,N,5,6,Internal,Automotive,N,N,Midwest,0-5yrs,Large,1,0,21000,21000,0,26605
9,2826,2,N,5,7,Internal,Automotive,N,Y,Northeast,6-10yrs,Medium,1,0,32000,32000,0,54013
9,2827,3,N,5,8,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,2,58000,0,58000,292284
9,2828,2,N,5,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,2,2,100000,42000,58000,307237
9,2829,2,N,5,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,61179
9,2830,4,Y,5,,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,202724
9,2831,1,N,5,6,Internal,Automotive,N,Y,West,0-5yrs,Small,1,0,32000,32000,0,20431
9,2832,4,Y,5,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,3,1,92000,63000,29000,78086
9,2833,3,N,5,8,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,2,0,64000,64000,0,50895
9,2834,1,N,5,6,Internal,Automotive,N,Y,Northeast,10+yrs,Small,0,2,80000,0,80000,67754
9,2835,2,N,5,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,169845
9,2836,3,N,5,8,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,98890
9,2913,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,19662
9,2914,1,N,6,7,External,Automotive,N,N,Southeast,6-10yrs,Medium,0,1,29000,0,29000,79711
9,2915,2,N,6,8,External,Automotive,N,Y,Southwest,6-10yrs,Medium,1,0,32000,32000,0,18761
9,2916,2,N,6,8,External,Automotive,N,Y,Southwest,10+yrs,Large,1,1,72000,32000,40000,75870
9,2917,2,N,6,8,External,Automotive,N,Y,Midwest,0-5yrs,Medium,2,0,64000,64000,0,28230
9,2918,2,N,6,8,External,Automotive,N,N,West,10+yrs,Large,1,1,50000,21000,29000,175485
9,2919,3,Y,6,,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,178454
9,2920,1,N,6,7,External,Automotive,N,N,West,6-10yrs,Large,0,1,29000,0,29000,30392
9,2921,3,Y,6,,External,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,92532
9,2922,1,N,6,7,External,Automotive,N,N,West,10+yrs,Small,0,1,29000,0,29000,265616
9,2923,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Small,1,1,72000,32000,40000,128107
9,2924,1,N,6,7,External,Automotive,N,N,Northeast,0-5yrs,Medium,1,0,21000,21000,0,50173
9,2925,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,182103
9,2926,3,Y,6,,External,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,31858
9,2927,1,N,6,7,External,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,79654
9,2928,1,N,6,7,External,Automotive,N,Y,Midwest,10+yrs,Small,0,1,40000,0,40000,77310
9,2929,2,N,6,8,External,Automotive,N,Y,West,0-5yrs,Small,2,0,64000,64000,0,446426
9,2930,1,N,6,7,External,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,128950
9,2931,1,N,6,7,External,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,116278
9,2932,3,Y,6,,External,Automotive,N,Y,Midwest,6-10yrs,Small,0,2,80000,0,80000,248196
9,2933,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Small,0,1,40000,0,40000,81273
9,2934,3,Y,6,,External,Automotive,N,N,Southeast,10+yrs,Medium,3,1,92000,63000,29000,129413
9,2935,2,N,6,8,External,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,23596
9,2936,1,N,6,7,External,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,94043
9,2937,3,Y,6,,External,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,158434
9,2938,1,N,6,7,External,Automotive,N,N,Midwest,10+yrs,Small,0,1,29000,0,29000,177397
9,2939,1,N,6,7,External,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,39100
9,2940,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,66157
9,2941,1,N,6,7,External,Automotive,N,Y,Midwest,0-5yrs,Medium,0,1,40000,0,40000,347196
9,2942,1,N,6,7,External,Automotive,N,Y,Northeast,0-5yrs,Small,0,1,40000,0,40000,56146
9,2943,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,85880
9,2944,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,38382
9,2945,3,Y,6,,External,Automotive,N,Y,Midwest,0-5yrs,Small,1,2,112000,32000,80000,33503
9,2946,1,N,6,7,External,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,120026
9,2947,1,N,6,7,External,Automotive,N,N,Northeast,6-10yrs,Medium,1,2,79000,21000,58000,177216
9,2948,1,N,6,7,External,Automotive,N,Y,Midwest,0-5yrs,Small,2,1,104000,64000,40000,165391
9,2949,2,N,6,8,External,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,19532
9,2950,1,N,6,7,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,323901
9,2951,1,N,6,7,External,Automotive,N,Y,Southeast,10+yrs,Small,1,0,32000,32000,0,224791
9,2952,3,Y,6,,External,Automotive,N,N,Midwest,6-10yrs,Small,2,0,42000,42000,0,248726
9,2953,2,N,6,8,External,Automotive,N,N,Northeast,0-5yrs,Small,1,2,79000,21000,58000,83647
9,2954,2,N,6,8,External,Automotive,N,N,Northeast,0-5yrs,Small,1,4,137000,21000,116000,102469
9,2955,3,Y,6,,External,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,9526
9,2956,3,Y,6,,External,Automotive,N,Y,Midwest,0-5yrs,Large,2,1,104000,64000,40000,234355
9,2957,1,N,6,7,External,Automotive,N,N,Southwest,10+yrs,Medium,0,1,29000,0,29000,216733
9,2958,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Small,0,2,80000,0,80000,82187
9,2959,3,Y,6,,External,Automotive,N,Y,Northeast,10+yrs,Medium,1,1,72000,32000,40000,65730
9,2960,1,N,6,7,External,Automotive,N,Y,West,10+yrs,Small,1,0,32000,32000,0,98839
9,2961,1,N,6,7,External,Automotive,N,N,Midwest,6-10yrs,Small,1,0,21000,21000,0,43528
9,2962,3,Y,6,,External,Automotive,N,N,Southwest,0-5yrs,Large,2,0,42000,42000,0,160701
9,2963,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,320106
9,2964,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,63856
9,2965,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Large,3,0,96000,96000,0,113359
9,2966,1,N,6,7,External,Automotive,N,Y,Southeast,10+yrs,Medium,0,2,80000,0,80000,231837
9,2967,1,N,6,7,External,Automotive,N,N,Northeast,6-10yrs,Medium,0,2,58000,0,58000,83565
9,2968,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,60671
9,2969,3,Y,6,,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,53001
9,2970,1,N,6,7,External,Automotive,N,N,Southwest,0-5yrs,Large,0,1,29000,0,29000,147357
9,2971,1,N,6,7,External,Automotive,N,N,Midwest,10+yrs,Small,1,1,50000,21000,29000,109175
9,2972,3,Y,6,,External,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,22451
9,2973,3,Y,6,,External,Automotive,N,Y,West,0-5yrs,Large,2,1,104000,64000,40000,4690
9,2974,1,N,6,7,External,Automotive,N,Y,Midwest,10+yrs,Small,0,1,40000,0,40000,33762
9,2975,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,63183
9,2976,2,N,6,8,External,Automotive,N,N,Midwest,0-5yrs,Medium,3,0,63000,63000,0,57154
9,2977,1,N,6,7,External,Automotive,N,N,West,0-5yrs,Large,1,0,21000,21000,0,186539
9,2978,2,N,6,8,External,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,52079
9,2979,1,N,6,7,External,Automotive,N,N,Northeast,0-5yrs,Small,2,0,42000,42000,0,74333
9,2980,1,N,6,7,External,Automotive,N,N,West,10+yrs,Small,3,2,121000,63000,58000,84395
9,2981,1,N,6,7,External,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,145003
9,2982,1,N,6,7,External,Automotive,N,N,West,6-10yrs,Small,0,3,87000,0,87000,245116
9,2983,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,90485
9,2984,1,N,6,7,External,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,134226
9,2985,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Medium,1,2,112000,32000,80000,122928
9,2986,1,N,6,7,External,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,69209
9,2987,2,N,6,8,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,36692
9,2988,2,N,6,8,External,Automotive,N,N,Midwest,6-10yrs,Medium,0,1,29000,0,29000,32236
9,2989,2,N,6,8,External,Automotive,N,Y,West,10+yrs,Large,1,0,32000,32000,0,140221
9,2990,1,N,6,7,External,Automotive,N,Y,Midwest,10+yrs,Small,1,0,32000,32000,0,35487
9,2991,2,N,6,8,External,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,50578
9,2992,3,Y,6,,External,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,53122
9,2993,2,N,6,8,External,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,40224
9,2994,1,N,6,7,External,Automotive,N,N,West,10+yrs,Medium,0,2,58000,0,58000,35512
9,2995,2,N,6,8,External,Automotive,N,Y,Midwest,10+yrs,Small,1,1,72000,32000,40000,26590
9,2996,3,Y,6,,External,Automotive,N,Y,Southwest,6-10yrs,Small,0,2,80000,0,80000,79580
9,2997,2,N,6,8,External,Automotive,N,N,Southwest,0-5yrs,Medium,0,1,29000,0,29000,30777
9,2998,2,N,6,8,External,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,438789
9,2999,3,Y,6,,External,Automotive,N,Y,West,10+yrs,Small,1,2,112000,32000,80000,80091
9,3000,1,N,6,7,External,Automotive,N,Y,West,0-5yrs,Small,1,0,32000,32000,0,198996
9,3001,1,N,6,7,External,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,166980
9,3002,2,N,6,8,External,Automotive,N,N,Southeast,10+yrs,Small,1,2,79000,21000,58000,88847
9,3003,1,N,6,7,External,Automotive,N,N,Northeast,0-5yrs,Medium,3,0,63000,63000,0,123318
9,3004,3,Y,6,,External,Automotive,N,Y,Southwest,6-10yrs,Small,2,1,104000,64000,40000,128705
9,3005,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,54570
9,3006,2,N,6,8,External,Automotive,N,N,Southwest,10+yrs,Medium,1,1,50000,21000,29000,23568
9,3007,2,N,6,8,External,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,161947
9,3008,1,N,6,7,External,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,271168
9,3009,2,N,6,8,External,Automotive,N,Y,Northeast,0-5yrs,Small,3,0,96000,96000,0,103870
9,3010,1,N,6,7,External,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,114539
9,3011,3,Y,6,,External,Automotive,N,Y,Northeast,10+yrs,Small,2,1,104000,64000,40000,193219
9,3012,2,N,6,8,External,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,57323
9,3013,3,Y,6,,External,Automotive,N,N,Southeast,6-10yrs,Small,2,1,71000,42000,29000,193246
9,3014,1,N,6,7,External,Automotive,N,N,Southeast,10+yrs,Small,0,2,58000,0,58000,199163
9,3015,3,Y,6,,External,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,147591
9,3016,1,N,6,7,External,Automotive,N,Y,Northeast,0-5yrs,Small,0,1,40000,0,40000,298387
9,3017,3,Y,6,,External,Automotive,N,Y,Midwest,0-5yrs,Small,3,3,216000,96000,120000,471886
9,3018,2,N,6,8,External,Automotive,N,Y,Southeast,6-10yrs,Medium,0,1,40000,0,40000,43334
9,3019,1,N,6,7,External,Automotive,N,Y,Northeast,0-5yrs,Small,1,0,32000,32000,0,56637
9,3020,1,N,6,7,External,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,55803
9,3021,1,N,6,7,External,Automotive,N,N,West,6-10yrs,Small,0,1,29000,0,29000,104498
9,3022,3,Y,6,,External,Automotive,N,Y,Southeast,0-5yrs,Large,2,0,64000,64000,0,29152
9,3023,1,N,6,7,External,Automotive,N,Y,Northeast,0-5yrs,Medium,1,0,32000,32000,0,111773
9,3024,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,70354
9,3025,2,N,6,8,External,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,92274
9,3026,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,76430
9,3027,1,N,6,7,External,Automotive,N,Y,Southwest,0-5yrs,Medium,1,1,72000,32000,40000,154639
9,3028,1,N,6,7,External,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,166764
9,3029,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,60885
9,3030,3,Y,6,,External,Automotive,N,N,West,0-5yrs,Large,1,0,21000,21000,0,165996
9,3031,2,N,6,8,External,Automotive,N,Y,Southwest,0-5yrs,Large,2,0,64000,64000,0,77198
9,3032,3,Y,6,,External,Automotive,N,N,Southeast,6-10yrs,Small,0,2,58000,0,58000,87988
9,3033,3,Y,6,,External,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,13610
9,3034,3,Y,6,,External,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,124477
9,3035,2,N,6,8,External,Automotive,N,Y,Midwest,10+yrs,Small,1,2,112000,32000,80000,277200
9,3036,2,N,6,8,External,Automotive,N,N,West,0-5yrs,Small,2,2,100000,42000,58000,54204
9,3037,1,N,6,7,External,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,150305
9,3038,2,N,6,8,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,2,79000,21000,58000,150747
9,3039,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,95428
9,3040,3,Y,6,,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,2,112000,32000,80000,52285
9,3041,1,N,6,7,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,2,2,144000,64000,80000,130065
9,3042,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,0,2,80000,0,80000,482862
9,3043,3,Y,6,,Internal,Automotive,N,N,Northeast,6-10yrs,Large,4,2,142000,84000,58000,74805
9,3044,2,N,6,8,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,19823
9,3045,3,Y,6,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,138337
9,3046,2,N,6,8,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,60885
9,3047,1,N,6,7,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,117908
9,3048,1,N,6,7,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,2,0,42000,42000,0,31858
9,3049,1,N,6,7,Internal,Automotive,N,N,Northeast,10+yrs,Small,2,1,71000,42000,29000,188827
9,3050,3,Y,6,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,163172
9,3051,1,N,6,7,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,1,50000,21000,29000,31239
9,3052,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,1,2,79000,21000,58000,78912
9,3053,1,N,6,7,Internal,Automotive,N,N,West,6-10yrs,Medium,1,0,21000,21000,0,29920
9,3054,1,N,6,7,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,52446
9,3055,2,N,6,8,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,2,112000,32000,80000,17699
9,3056,1,N,6,7,Internal,Automotive,N,N,Southwest,10+yrs,Small,2,1,71000,42000,29000,55067
9,3057,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,98757
9,3058,1,N,6,7,Internal,Automotive,N,Y,Northeast,6-10yrs,Large,1,2,112000,32000,80000,201212
9,3059,3,Y,6,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,260922
9,3060,1,N,6,7,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,53290
9,3061,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,108820
9,3062,1,N,6,7,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,3,152000,32000,120000,175059
9,3063,1,N,6,7,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,1,29000,0,29000,135834
9,3064,3,Y,6,,Internal,Automotive,N,Y,Midwest,0-5yrs,Medium,3,0,96000,96000,0,63165
9,3065,1,N,6,7,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,0,32000,32000,0,108879
9,3066,3,Y,6,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,4,0,84000,84000,0,127266
9,3067,3,Y,6,,Internal,Automotive,N,Y,West,0-5yrs,Medium,3,1,136000,96000,40000,72980
9,3068,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,2,0,42000,42000,0,64179
9,3069,1,N,6,7,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,41995
9,3070,3,Y,6,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,0,1,40000,0,40000,202638
9,3071,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,135520
9,3072,1,N,6,7,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,10723
9,3073,3,Y,6,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,3,108000,21000,87000,145909
9,3074,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,1,0,21000,21000,0,77857
9,3075,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,2,79000,21000,58000,87194
9,3076,1,N,6,7,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,59456
9,3077,1,N,6,7,Internal,Automotive,N,Y,Southwest,10+yrs,Medium,0,1,40000,0,40000,161337
9,3078,2,N,6,8,Internal,Automotive,N,Y,West,6-10yrs,Small,1,0,32000,32000,0,96289
9,3079,1,N,6,7,Internal,Automotive,N,Y,Northeast,6-10yrs,Medium,0,3,120000,0,120000,20424
9,3080,1,N,6,7,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,1,72000,32000,40000,82760
9,3081,2,N,6,8,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,1,72000,32000,40000,223945
9,3082,1,N,6,7,Internal,Automotive,N,N,Midwest,10+yrs,Small,2,0,42000,42000,0,170299
9,3083,2,N,6,8,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,3,152000,32000,120000,321455
9,3084,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,2,0,64000,64000,0,114775
9,3085,1,N,6,7,Internal,Automotive,N,Y,Southeast,6-10yrs,Medium,2,2,144000,64000,80000,88045
9,3086,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,32438
9,3087,2,N,6,8,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,2,58000,0,58000,97812
9,3088,1,N,6,7,Internal,Automotive,N,N,Southeast,10+yrs,Medium,1,0,21000,21000,0,511288
9,3089,3,Y,6,,Internal,Automotive,N,Y,Southwest,0-5yrs,Large,1,0,32000,32000,0,50785
9,3090,1,N,6,7,Internal,Automotive,N,N,Southwest,6-10yrs,Large,1,0,21000,21000,0,125332
9,3091,3,Y,6,,Internal,Automotive,N,Y,Southeast,0-5yrs,Large,2,3,184000,64000,120000,47876
9,3092,1,N,6,7,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,40442
9,3093,1,N,6,7,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,1,29000,0,29000,149020
9,3094,3,Y,6,,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,100498
9,3095,3,Y,6,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,3,2,176000,96000,80000,78149
9,3096,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,0,1,29000,0,29000,155742
9,3097,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,16340
9,3098,3,Y,6,,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,4,0,128000,128000,0,160676
9,3099,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,149777
9,3100,3,Y,6,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,1,0,32000,32000,0,85991
9,3101,3,Y,6,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,0,1,40000,0,40000,84559
9,3102,2,N,6,8,Internal,Automotive,N,N,Southwest,0-5yrs,Large,1,2,79000,21000,58000,150945
9,3103,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,2,0,42000,42000,0,70442
9,3104,1,N,6,7,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,2,0,64000,64000,0,87409
9,3105,3,Y,6,,Internal,Automotive,N,N,West,10+yrs,Medium,1,1,50000,21000,29000,51028
9,3106,1,N,6,7,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,84071
9,3107,3,Y,6,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,5,145000,0,145000,335401
9,3108,3,Y,6,,Internal,Automotive,N,Y,West,10+yrs,Medium,1,0,32000,32000,0,99671
9,3109,3,Y,6,,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,3,87000,0,87000,193411
9,3110,3,Y,6,,Internal,Automotive,N,Y,West,10+yrs,Small,1,2,112000,32000,80000,164371
9,3111,3,Y,6,,Internal,Automotive,N,Y,Midwest,10+yrs,Large,1,0,32000,32000,0,66690
9,3112,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,68624
9,3113,1,N,6,7,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,30987
9,3114,2,N,6,8,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,46866
9,3115,3,Y,6,,Internal,Automotive,N,Y,West,0-5yrs,Small,2,0,64000,64000,0,173508
9,3116,2,N,6,8,Internal,Automotive,N,N,Southwest,6-10yrs,Small,2,0,42000,42000,0,56120
9,3117,1,N,6,7,Internal,Automotive,N,Y,West,6-10yrs,Small,1,0,32000,32000,0,87537
9,3118,3,Y,6,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,2,2,144000,64000,80000,209263
9,3119,1,N,6,7,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,55715
9,3120,2,N,6,8,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,2,0,64000,64000,0,179024
9,3121,2,N,6,8,Internal,Automotive,N,Y,Northeast,10+yrs,Medium,1,0,32000,32000,0,220106
9,3122,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,9838
9,3123,1,N,6,7,Internal,Automotive,N,N,Southwest,10+yrs,Small,1,1,50000,21000,29000,313082
9,3124,1,N,6,7,Internal,Automotive,N,N,Northeast,0-5yrs,Large,1,0,21000,21000,0,201238
9,3125,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Large,3,0,96000,96000,0,122797
9,3126,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,17380
9,3127,1,N,6,7,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,137158
9,3128,3,Y,6,,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,3,108000,21000,87000,26106
9,3129,1,N,6,7,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,1,1,50000,21000,29000,19356
9,3130,2,N,6,8,Internal,Automotive,N,Y,Southwest,10+yrs,Medium,1,0,32000,32000,0,107729
9,3131,3,Y,6,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,2,1,71000,42000,29000,135392
9,3132,3,Y,6,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,171781
9,3133,1,N,6,7,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,158792
9,3134,3,Y,6,,Internal,Automotive,N,N,Southwest,6-10yrs,Small,2,2,100000,42000,58000,64779
9,3135,2,N,6,8,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,25720
9,3136,3,Y,6,,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,0,32000,32000,0,126600
9,3137,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,11150
9,3138,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,97732
9,3139,1,N,6,7,Internal,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,234191
9,3140,1,N,6,7,Internal,Automotive,N,Y,Midwest,10+yrs,Small,0,1,40000,0,40000,36305
9,3141,2,N,6,8,Internal,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,46865
9,3142,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,0,1,40000,0,40000,25686
9,3143,1,N,6,7,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,75341
9,3144,2,N,6,8,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,2,58000,0,58000,250286
9,3145,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,29543
9,3146,2,N,6,8,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,42289
9,3147,1,N,6,7,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,1,50000,21000,29000,123221
9,3148,1,N,6,7,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,62073
